@RELATION FEATURE_VALUES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE Pre-featuretime NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE Basic-featuretime NUMERIC
@ATTRIBUTE VCG-VAR-mean NUMERIC
@ATTRIBUTE VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE VCG-VAR-min NUMERIC
@ATTRIBUTE VCG-VAR-max NUMERIC
@ATTRIBUTE VCG-VAR-entropy NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE HORNY-VAR-mean NUMERIC
@ATTRIBUTE HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE HORNY-VAR-min NUMERIC
@ATTRIBUTE HORNY-VAR-max NUMERIC
@ATTRIBUTE HORNY-VAR-entropy NUMERIC
@ATTRIBUTE horn-clauses-fraction NUMERIC
@ATTRIBUTE VG-mean NUMERIC
@ATTRIBUTE VG-coeff-variation NUMERIC
@ATTRIBUTE VG-min NUMERIC
@ATTRIBUTE VG-max NUMERIC
@ATTRIBUTE KLB-featuretime NUMERIC
@ATTRIBUTE CG-mean NUMERIC
@ATTRIBUTE CG-coeff-variation NUMERIC
@ATTRIBUTE CG-min NUMERIC
@ATTRIBUTE CG-max NUMERIC
@ATTRIBUTE CG-entropy NUMERIC
@ATTRIBUTE cluster-coeff-mean NUMERIC
@ATTRIBUTE cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE cluster-coeff-min NUMERIC
@ATTRIBUTE cluster-coeff-max NUMERIC
@ATTRIBUTE cluster-coeff-entropy NUMERIC
@ATTRIBUTE CG-featuretime NUMERIC
@ATTRIBUTE SP-bias-mean NUMERIC
@ATTRIBUTE SP-bias-coeff-variation NUMERIC
@ATTRIBUTE SP-bias-min NUMERIC
@ATTRIBUTE SP-bias-max NUMERIC
@ATTRIBUTE SP-bias-q90 NUMERIC
@ATTRIBUTE SP-bias-q10 NUMERIC
@ATTRIBUTE SP-bias-q75 NUMERIC
@ATTRIBUTE SP-bias-q25 NUMERIC
@ATTRIBUTE SP-bias-q50 NUMERIC
@ATTRIBUTE SP-unconstraint-mean NUMERIC
@ATTRIBUTE SP-unconstraint-coeff-variation NUMERIC
@ATTRIBUTE SP-unconstraint-min NUMERIC
@ATTRIBUTE SP-unconstraint-max NUMERIC
@ATTRIBUTE SP-unconstraint-q90 NUMERIC
@ATTRIBUTE SP-unconstraint-q10 NUMERIC
@ATTRIBUTE SP-unconstraint-q75 NUMERIC
@ATTRIBUTE SP-unconstraint-q25 NUMERIC
@ATTRIBUTE SP-unconstraint-q50 NUMERIC
@ATTRIBUTE sp-featuretime NUMERIC
@ATTRIBUTE DIAMETER-mean NUMERIC
@ATTRIBUTE DIAMETER-coeff-variation NUMERIC
@ATTRIBUTE DIAMETER-min NUMERIC
@ATTRIBUTE DIAMETER-max NUMERIC
@ATTRIBUTE DIAMETER-entropy NUMERIC
@ATTRIBUTE DIAMETER-featuretime NUMERIC
@ATTRIBUTE cl-num-mean NUMERIC
@ATTRIBUTE cl-num-coeff-variation NUMERIC
@ATTRIBUTE cl-num-min NUMERIC
@ATTRIBUTE cl-num-max NUMERIC
@ATTRIBUTE cl-num-q90 NUMERIC
@ATTRIBUTE cl-num-q10 NUMERIC
@ATTRIBUTE cl-num-q75 NUMERIC
@ATTRIBUTE cl-num-q25 NUMERIC
@ATTRIBUTE cl-num-q50 NUMERIC
@ATTRIBUTE cl-size-mean NUMERIC
@ATTRIBUTE cl-size-coeff-variation NUMERIC
@ATTRIBUTE cl-size-min NUMERIC
@ATTRIBUTE cl-size-max NUMERIC
@ATTRIBUTE cl-size-q90 NUMERIC
@ATTRIBUTE cl-size-q10 NUMERIC
@ATTRIBUTE cl-size-q75 NUMERIC
@ATTRIBUTE cl-size-q25 NUMERIC
@ATTRIBUTE cl-size-q50 NUMERIC
@ATTRIBUTE cl-featuretime NUMERIC
@ATTRIBUTE vars-reduced-depth-1 NUMERIC
@ATTRIBUTE vars-reduced-depth-4 NUMERIC
@ATTRIBUTE vars-reduced-depth-16 NUMERIC
@ATTRIBUTE vars-reduced-depth-64 NUMERIC
@ATTRIBUTE vars-reduced-depth-256 NUMERIC
@ATTRIBUTE unit-featuretime NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE ls-saps-featuretime NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE ls-gsat-featuretime NUMERIC
@ATTRIBUTE lobjois-mean-depth-over-vars NUMERIC
@ATTRIBUTE lobjois-log-num-nodes-over-vars NUMERIC
@ATTRIBUTE lobjois-featuretime NUMERIC
@ATTRIBUTE LP_OBJ NUMERIC
@ATTRIBUTE LPSLack-mean NUMERIC
@ATTRIBUTE LPSLack-coeff-variation NUMERIC
@ATTRIBUTE LPSLack-min NUMERIC
@ATTRIBUTE LPSLack-max NUMERIC
@ATTRIBUTE lpIntRatio NUMERIC
@ATTRIBUTE lpTIME NUMERIC

@DATA
0240f5bddc39ad2f0a786c811fc434a8,1,395916.0,2770358.0,404384.0,2679860.0,-0.020940492,0.033769675,29.45,0.150897435,0.361392473,0.662947691,0.0,1.0,0.734207094,6.95e-06,0.243723361,4.946e-06,0.000106335,0.57533765,0.0,0.212429007,0.990195756,0.09,6.999e-06,1.49115073,3.73e-07,4.3659e-05,2.580492415,0.388349291,0.365343937,0.0,1.0,2.238434224,6.801e-06,1.505561282,0.0,4.254e-05,2.709573335,0.977833917,1.1572e-05,1.524636169,3.73e-07,8.5079e-05,96.14,-1.0,-0.0,-1.0,0.0,?,-1.0,-0.0,-1.0,0.0,-0.0,59.4,0.590555029,0.603391602,2.1e-08,1.0,0.970390494,0.016838693,0.911894072,0.22123848,0.710733155,0.265841903,0.633171502,0.0,1.0,0.492739544,0.043787933,0.303210669,0.181513654,0.272016647,9.26,7.083333333,0.039019115,7.0,8.0,0.286835983,10.02,23.696969697,3.57417589,0.0,1017.0,44.0,0.0,9.0,2.0,5.0,6.860810183,0.970449554,0.0,87.365781711,9.0,3.75,7.055555556,4.666666667,6.0,5.03,4.897e-06,1.959e-05,7.8358e-05,0.000404033,0.001988334,0.58,137271.0,0.0,0.0,0.0,0.0,0.0,0.0,22.244969819,0.0,1.517343916,0.0,3.04,130729.5,1.162741565,48120.0,1.414213562,48120.0,0.0,0.0,15.722601262,1.070778593,1.725777737,0.596584123,2.69,0.014934014,0.03188553,2.03,?,0.0,0.0,0.0,0.0,0.0,156.01
34c2410669b8063d4b0a16a40b071536,1,5349114.0,30660785.0,4012804.0,23960049.0,0.33301153,0.279662867,44.57,0.167478956,0.401529744,0.54199079,0.0,1.0,1.157198007,8.66e-07,0.1824327,4.98e-07,9.97e-07,0.892243191,0.0,0.076316705,0.44807208,0.95,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,0.0,0.0,0.0,0.0,180.08,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.420558432,0.923053433,0.0,1.0,1.0,0.0,1.0,0.082345297,0.4,0.305446056,0.607194816,0.0,0.5,0.5,0.0,0.39280643,0.0,0.36,44.47,177.0,0.0,177.0,177.0,-0.0,10.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,5.68,?,?,?,?,?,?,?,?,?,?,?,5.08,?,?,?,?,?,?,?,?,?,?,?,5.07,0.000229443,0.009095458,2.08,?,0.0,0.0,0.0,0.0,0.0,154.98
dcac26e190c906c61ac7222d6d4628c7,1,5894.0,351535.0,2774.0,74245.0,1.124729632,3.734796956,28.35,0.037362785,0.99687521,0.05598736,0.0,1.0,0.021144902,0.001484116,3.28467748,0.000720981,0.079307859,0.341691257,0.0,0.959889555,0.959889555,0.0,0.001483931,0.531874164,0.000417537,0.004067614,4.484678899,0.072563039,0.119852027,0.0,0.773333333,2.610192259,0.000688023,0.487038478,0.000202034,0.001535457,3.808283617,0.959889555,0.012695436,0.417767529,0.003582733,0.034547781,0.07,-1.0,-0.0,-1.0,0.0,?,-1.0,-0.0,-1.0,0.0,-0.0,180.01,0.915367451,0.134570544,0.308512245,1.0,1.0,0.778726931,1.0,0.871904147,1.0,0.001459103,9.988861283,0.0,1.0,0.004792853,0.0,0.000847787,0.0,0.0,5.37,3.374848362,0.143438664,3.0,4.0,0.661485729,10.01,4080.877192982,0.057324923,3484.0,4494.0,4354.0,3746.0,4253.0,3918.0,4129.0,44.909539174,0.185752953,35.336198663,70.589730808,57.86038441,36.101078799,48.463313456,37.88772846,43.421485604,5.0,0.001517963,0.004385225,0.019564851,0.042334289,0.118063754,0.75,?,?,?,?,?,?,?,?,?,?,?,5.01,953.897058824,7.945324974,2544.54411765,0.123788317,2579.0,2536.0,2620.0,6.444859475,1.735880603,1.127467801,0.95586656,2.59,0.307734113,0.374645891,2.0,?,0.0,0.0,0.0,0.0,0.0,129.02
90add18e4ee4facb4f37737a9a2602cc,1,282153.0,1776958.0,288936.0,1704093.0,-0.023475787,0.042758817,17.68,0.169554126,0.356818182,0.691090645,0.0,1.0,0.784026712,9.672e-06,0.237865973,6.922e-06,0.000148822,0.61079725,0.0,0.231761999,0.987703136,0.07,9.746e-06,1.474496026,5.87e-07,5.5748e-05,2.491636844,0.368973033,0.358752717,0.0,1.0,2.210010523,9.412e-06,1.495051566,0.0,5.5161e-05,2.640708273,0.973009102,1.5815e-05,1.517866442,5.87e-07,0.000102107,49.31,8.169e-06,3.476153436,0.0,0.001795677,2.566061964,0.271443346,0.475870086,0.0,1.0,3.080102805,78.24,0.574942634,0.64029877,2e-09,1.0,0.971206311,0.018506763,0.914739049,0.154104189,0.674150181,0.261480419,0.647973564,0.0,1.0,0.492024315,0.028978392,0.300964533,0.183548889,0.268123993,7.28,7.082352941,0.038815021,7.0,8.0,0.284478791,10.05,30.484076433,3.520554545,0.0,1198.0,82.0,0.0,11.0,3.0,5.0,7.853161906,0.739180445,3.0,65.02754591,11.596491228,4.25,8.833333333,5.137931034,6.777777778,5.01,2.0533e-05,8.2133e-05,0.000287464,0.000766572,0.002720646,0.44,83722.0,0.0,0.0,0.0,0.0,0.0,0.0,12.599208313,0.0,1.469712356,0.0,2.63,15536.0,0.0,66799.0,0.0,66799.0,66799.0,66799.0,3.015264444,0.0,0.988361005,0.0,2.4,0.014498619,0.03901397,2.05,?,0.0,0.0,0.0,0.0,0.0,153.74
fbf3b9f8a03a1efedae3da04622fe96e,1,4322.0,18949.0,4634.0,18400.0,-0.067328442,0.029836957,0.08,0.251847826,0.363679348,0.897499292,0.0,1.0,1.418096335,0.000623898,0.281309317,0.000431593,0.001078981,1.154590836,0.0,0.356956522,0.786032609,0.0,0.000624126,2.189342965,0.000108696,0.033695652,2.613680876,0.115245242,0.106826566,0.0,0.826086957,2.195417677,0.000295457,1.870724412,5.4348e-05,0.012065217,2.09803376,0.55701087,0.000585234,1.806748798,0.000108696,0.024347826,0.02,0.005045203,1.254824987,0.000163043,0.03625,5.024776387,0.165356743,0.833848027,0.010874301,0.785714286,3.57138206,8.72,0.371315623,0.650562569,0.0,1.0,0.675768038,0.038037816,0.585123407,0.139494811,0.381722024,0.080532768,0.645046143,-0.0,1.0,0.145585546,0.017511463,0.111133656,0.043544376,0.074680333,0.13,6.345631068,0.080261368,5.0,8.0,0.734468566,1.75,1484.839285714,0.763659029,615.0,4354.0,4005.0,678.0,1611.0,774.0,975.0,31.598202471,0.289922275,12.603053435,52.014519732,45.79656922,19.386486486,36.253846154,25.889388489,30.302878598,5.03,0.000862627,0.003019193,0.019193444,0.138882898,0.147293509,0.04,150.291878173,0.384385945,1194.12436548,0.054010488,1197.5,1168.0,1226.0,0.487388321,0.321987367,0.861850236,0.04877796,3.09,199.719346049,0.503788853,1198.49318801,0.056775878,1201.0,1167.0,1236.0,0.326169035,0.625656345,0.885069551,0.215200997,3.76,0.155896946,0.502074625,2.0,?,0.0,0.0,0.0,0.0,0.0,140.59
44ed91b4ca5a5d8323cab4c268d81fd1,1,4382.0,244387.0,2093.0,42413.0,1.093645485,4.762077665,28.09,0.049348077,0.988211162,0.109222127,0.0,1.0,0.064068616,0.002188635,3.110128236,0.000955566,0.085523172,0.425006311,0.0,0.948270577,0.948270577,0.01,0.002225738,0.454943627,0.000683753,0.004998467,4.49379583,0.141844182,0.172497072,0.0,0.724489796,3.291442527,0.000907546,0.366724718,0.000330087,0.00172117,3.547711899,0.948270577,0.020340986,0.381324891,0.006955415,0.047626907,0.05,-1.0,-0.0,-1.0,0.0,?,-1.0,-0.0,-1.0,0.0,-0.0,168.52,0.912303314,0.135535388,0.323906333,1.0,1.0,0.778131521,1.0,0.866756552,1.0,0.002302317,9.325212384,0.0,1.0,0.005871169,0.0,0.002001384,0.0,0.0,5.25,3.044043816,0.067407863,3.0,4.0,0.180589237,9.73,4081.98,0.058830865,3592.0,4629.0,4424.0,3800.0,4275.0,3904.0,4071.0,46.471366338,0.18047318,36.10902812,69.252648305,59.125952122,37.108326808,52.44151436,39.354464726,44.345408399,5.03,0.001115822,0.003570632,0.021870118,0.097522874,0.119616157,0.31,?,?,?,?,?,?,?,?,?,?,?,4.99,31.576576577,0.186260858,1925.31531532,0.017302678,1929.0,1879.0,1966.0,3.624111484,0.214680743,0.99522969,0.000410403,2.71,0.314259858,0.381933419,2.0,?,0.0,0.0,0.0,0.0,0.0,137.2
161a73825fb50badeedbf8d12e1e043a,1,15488.0,13864880.0,15490.0,13817180.0,-0.000129116,0.003452224,36.4,0.001121068,0.999997395,0.001614143,0.0,1.0,3.6106e-05,0.000129259,0.310157367,0.000129116,0.011362169,0.000156304,0.0,0.999987262,0.999987262,0.32,0.000129259,0.277500505,5.4208e-05,0.000208291,1.405724044,0.997591253,0.000665396,0.974395448,0.998610146,0.001285312,0.000129114,0.277811459,5.4063e-05,0.000208147,1.405724044,0.999987262,0.000129245,0.277433698,6.5571e-05,0.000208364,0.77,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,-0.0,180.43,0.992373923,0.006816454,0.972019257,0.999900859,0.999196489,0.984358417,0.999191365,0.986296562,0.991061353,0.006520927,0.975359515,0.0,0.02189021,0.013942635,5e-09,0.012396046,1.3e-08,0.008250972,15.69,3.0,0.0,3.0,3.0,-0.0,10.24,318.625,0.289889477,163.0,440.0,440.0,163.0,408.0,300.0,340.0,176.033999971,0.034317771,167.243333333,186.731818182,186.731818182,167.243333333,180.965686275,173.937313433,177.708823529,5.16,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.01,495300.0,1.41407651,3846.5,1.414213562,3846.5,0.0,0.0,663.258502728,0.752001239,1.202786576,0.238437285,4.18,0.325500323,0.443474179,2.08,?,0.0,0.0,0.0,0.0,0.0,150.25
b8e3b884886922343f5cb72d92c24b97,1,975.0,34275.0,3144.0,19143.0,-0.689885496,0.790471713,0.69,0.16423758,0.769158439,0.547834144,0.0,1.0,0.540291211,0.00064984,0.336338798,0.000636132,0.00413486,0.025623894,0.0,0.996082119,0.996082119,0.0,0.00064984,0.616442769,0.000208954,0.001514914,2.778663935,0.555355028,0.291738718,0.0,0.931034483,2.618921107,0.00063364,0.598264302,0.000208954,0.001462676,2.758354069,0.996082119,0.000819897,0.77826191,0.000208954,0.002089537,0.01,0.000252741,3.597511411,5.2238e-05,0.016141671,1.741319,0.488784106,0.314540892,0.006535129,1.0,1.75158051,0.21,0.559362145,0.608850016,0.00042199,0.981670217,0.968609042,0.125933285,0.958549677,0.248156212,0.475270187,0.231914371,0.784150978,2.7488e-05,0.465158151,0.447515312,0.001291571,0.410733495,0.004900628,0.260529504,0.04,5.716831053,0.07905568,5.0,7.0,0.601618374,0.96,2060.883333333,0.410850385,1015.0,4072.0,3690.0,1153.0,2307.0,1520.0,1789.0,44.80205626,0.15151111,36.228103946,63.968688845,58.680009823,39.137211037,45.258598172,40.837357052,42.865763547,5.0,0.002544529,0.009860051,0.037531807,0.126908397,0.242366412,0.12,41.690966719,0.768795118,781.304278922,0.048197566,782.0,756.0,810.0,2.823585019,0.216491951,0.991924037,0.008542231,2.58,54.003215434,0.09796803,785.308681672,0.025044364,786.0,760.0,810.0,0.870838609,0.530745418,0.994526909,0.001357141,4.18,0.290532318,0.571669946,2.0,-0.110364486,0.087446659,1.31764325,0.0,0.5,0.292938931,26.72
1b78438db7da55c2b4c4b8ec6b6cd6c6,1,34992.0,161555.0,34742.0,160491.0,0.007195901,0.006629655,1.07,0.216473198,0.319812326,0.708619563,0.0,1.0,1.030662921,9.2322e-05,0.324545766,5.7567e-05,0.004519026,1.00467105,0.0,0.312783894,0.4816781,0.01,9.2337e-05,1.952213465,3.1154e-05,0.001975189,0.985190728,0.068225274,0.046782374,0.0,0.2,0.846873715,6.1471e-05,2.960479006,1.8693e-05,0.001968958,0.965528137,0.728196597,5.8614e-05,4.687787736,1.8693e-05,0.002934744,0.73,0.000674715,1.298266909,2.4924e-05,0.154563184,2.367232355,0.274366929,0.894279903,8.0622e-05,0.628205128,1.941451383,69.82,0.406397012,0.631023183,0.0,1.0,0.567369096,1.07e-07,0.56193386,0.055529215,0.558054121,0.114236654,0.436696962,-0.0,0.203957429,0.197480064,0.079431725,0.174854213,0.088313901,0.092574184,0.69,4.920844999,0.055436424,4.0,6.0,0.284750469,10.01,1821.875,0.657425393,0.0,3180.0,3180.0,0.0,3020.0,1211.0,2452.0,158.2311941,0.771060849,0.0,358.221854305,358.221854305,0.0,337.014623955,112.610285714,124.040462428,5.0,0.0,0.0,0.0,0.0,0.0,1.39,2545.4,1.455245595,3448.2,0.559040741,4315.0,0.0,4323.0,0.729733985,1.598164286,0.831984913,0.623352512,2.27,2489.2,1.080620749,4198.6,0.009548694,4179.0,4169.0,4210.0,0.520560055,1.384051132,0.643539968,0.182975024,2.23,0.227596256,0.789055354,2.0,?,0.0,0.0,0.0,0.0,0.0,166.88
ae5f6e83a289d226a353efd95b663717,1,878031.0,3099890.0,884884.0,3088487.0,-0.007744518,0.003692099,11.08,0.286510515,0.395303385,0.970100294,0.0,1.0,1.3113832,3.056e-06,0.268338504,2.26e-06,5.65e-06,1.032802698,0.0,0.437455945,0.875665334,0.13,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,0.0,0.0,0.0,0.0,180.03,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.309394647,0.787773536,0.0,1.0,0.663742775,0.027411175,0.504801876,0.093159231,0.252435685,0.077722319,0.764649805,-0.0,1.0,0.15892689,0.00611853,0.121155987,0.0273165,0.068817072,10.11,88.184615385,0.123757361,1.0,91.0,0.944519234,10.09,105.4,0.547812283,20.0,179.0,179.0,20.0,142.0,59.0,127.0,22.926998547,0.663310917,6.3,47.0,47.0,6.3,32.675977654,8.966101695,19.692913386,5.01,0.000184105,0.000214601,0.000333196,0.001841049,0.065013864,3.45,501711.0,0.0,0.0,0.0,0.0,0.0,0.0,5.881882963,0.0,19.418847975,0.0,2.95,377650.5,0.466656155,0.0,0.0,0.0,0.0,0.0,4.348684104,0.517302371,10.745511931,1.161855706,2.74,0.02408963,0.156866715,2.1,?,0.0,0.0,0.0,0.0,0.0,151.38
