@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout}

@DATA
0240f5bddc39ad2f0a786c811fc434a8,1,Kissat_MAB-HyWalk,385.566,ok
34c2410669b8063d4b0a16a40b071536,1,Kissat_MAB-HyWalk,10000.0,timeout
dcac26e190c906c61ac7222d6d4628c7,1,Kissat_MAB-HyWalk,10000.0,timeout
90add18e4ee4facb4f37737a9a2602cc,1,Kissat_MAB-HyWalk,10000.0,timeout
fbf3b9f8a03a1efedae3da04622fe96e,1,Kissat_MAB-HyWalk,3064.35,ok
44ed91b4ca5a5d8323cab4c268d81fd1,1,Kissat_MAB-HyWalk,10000.0,timeout
161a73825fb50badeedbf8d12e1e043a,1,Kissat_MAB-HyWalk,439.191,ok
b8e3b884886922343f5cb72d92c24b97,1,Kissat_MAB-HyWalk,354.167,ok
1b78438db7da55c2b4c4b8ec6b6cd6c6,1,Kissat_MAB-HyWalk,10000.0,timeout
ae5f6e83a289d226a353efd95b663717,1,Kissat_MAB-HyWalk,10000.0,timeout
129162378e8ad29b5485a9c53feee4b7,1,Kissat_MAB-HyWalk,25.3441,ok
5cc5e3d24402696ed4ec03edfa42d663,1,Kissat_MAB-HyWalk,196.021,ok
d518d21a9d851741940749cb59f558af,1,Kissat_MAB-HyWalk,10000.0,timeout
0e775873f4c4bbc81ff92b87dd3e15e8,1,Kissat_MAB-HyWalk,341.232,ok
7fe153ced2c966dcdeb42b6714b4d6b7,1,Kissat_MAB-HyWalk,2614.44,ok
cfa14a7015b0f7fecd98e898f3c95896,1,Kissat_MAB-HyWalk,107.845,ok
f5f1d6a47ed7449a18d872a3f93d8aa5,1,Kissat_MAB-HyWalk,1045.86,ok
d8602e623f87dd33f4a1a69ee42d15be,1,Kissat_MAB-HyWalk,615.656,ok
02f2343e32f9070f149708d77556b4aa,1,Kissat_MAB-HyWalk,246.322,ok
e8d9e3a985463b8e4f45b6e09b77bf6c,1,Kissat_MAB-HyWalk,129.665,ok
b2bcdd97e7d0ca8858b412eb34b26ba9,1,Kissat_MAB-HyWalk,10000.0,timeout
b913c17d26ac9f3ad15fa83dc98960c7,1,Kissat_MAB-HyWalk,314.319,ok
6a3e3d3a65a46608b44d81f9e4621087,1,Kissat_MAB-HyWalk,863.13,ok
a44fce1796383ea31df08af3b0f65db3,1,Kissat_MAB-HyWalk,10000.0,timeout
e5f5dbace0183455d167a88100312c34,1,Kissat_MAB-HyWalk,3993.1,ok
5e66b728b2445ec69f27e0f1a49f4b29,1,Kissat_MAB-HyWalk,361.917,ok
622787535593269d5e9a1dc4fe01c4af,1,Kissat_MAB-HyWalk,27.9361,ok
fe96b630b3e761821308b544368dd521,1,Kissat_MAB-HyWalk,10000.0,timeout
85aa1f0820da17412b8ee803b4a85207,1,Kissat_MAB-HyWalk,3330.94,ok
3159a02d096424aab6295c76360633a9,1,Kissat_MAB-HyWalk,121.224,ok
d21199e73859ca35386912c5c475d6c7,1,Kissat_MAB-HyWalk,10000.0,timeout
e4128445a07bb86afca1f3590d9adfa9,1,Kissat_MAB-HyWalk,10000.0,timeout
a4bffff28417d6b4d72f7b9122988ba5,1,Kissat_MAB-HyWalk,251.32,ok
e7c0d40392681b1a55d5d3c826a26766,1,Kissat_MAB-HyWalk,184.888,ok
f8b7241f662ab4d36337b74bb7984122,1,Kissat_MAB-HyWalk,66.1565,ok
6e3ba15d8b33f40738f7e7d7355799a5,1,Kissat_MAB-HyWalk,10000.0,timeout
047c92e7c0a36a23d8107f4313517719,1,Kissat_MAB-HyWalk,3301.69,ok
09d8544494e54bc756438e69567b4ba7,1,Kissat_MAB-HyWalk,78.9563,ok
fdfd5975c57d7cd2264ef6aff6cb4815,1,Kissat_MAB-HyWalk,97.1133,ok
8c8b72ac19c0f93813b614a18abaf512,1,Kissat_MAB-HyWalk,720.935,ok
ddcb0cd9b7bca43c3a5189326ae88aab,1,Kissat_MAB-HyWalk,983.44,ok
f0f279c7d5043e783f73237cf6bddf33,1,Kissat_MAB-HyWalk,10000.0,timeout
d40af7b45bba9c64033c0dd47b07f4a4,1,Kissat_MAB-HyWalk,10000.0,timeout
a33d32bb816c0da62c7d946c18286a0d,1,Kissat_MAB-HyWalk,192.147,ok
b96071f89fa1b1670b8375010b1dd42b,1,Kissat_MAB-HyWalk,109.979,ok
d9e9100c382d44fb67af82f8d69814f1,1,Kissat_MAB-HyWalk,40.3537,ok
f8a966a2ba189ad5fa45f870f3c5e200,1,Kissat_MAB-HyWalk,10000.0,timeout
a0e98fd44b74e6f255ca1e5a20bc01fd,1,Kissat_MAB-HyWalk,1483.34,ok
367c25ad50259a685a25b86d6dd171b2,1,Kissat_MAB-HyWalk,3199.58,ok
35ad744923721e37a2f58443179c31a8,1,Kissat_MAB-HyWalk,1304.0,ok
e02e21075d3bb8b0e64ea9b8122c75ff,1,Kissat_MAB-HyWalk,107.055,ok
608941b989227d93c62b3a9b4280011b,1,Kissat_MAB-HyWalk,46.6483,ok
bb0613595001749a0ada02f2da85bc89,1,Kissat_MAB-HyWalk,1193.45,ok
78a0e76b68b536e2ea7d801fc6061cd2,1,Kissat_MAB-HyWalk,403.39,ok
0a3cb69074519646b0f2933ba7ad2d30,1,Kissat_MAB-HyWalk,544.882,ok
fee70cede2b5b55bfbdb6e48fbe7ce4f,1,Kissat_MAB-HyWalk,512.986,ok
c3b4a96d92da617218449abad4334d6d,1,Kissat_MAB-HyWalk,3392.29,ok
93695f689b57cdb57c9b6d0d726e0f53,1,Kissat_MAB-HyWalk,10000.0,timeout
59047491e4828ed2bb79572330df6f77,1,Kissat_MAB-HyWalk,10000.0,timeout
0a514edbeace21927e52d75f2d4a8efd,1,Kissat_MAB-HyWalk,684.965,ok
c98459d6a1763d809729e276b9c4cbbd,1,Kissat_MAB-HyWalk,1319.89,ok
27d9905476897885d29cea2744db9805,1,Kissat_MAB-HyWalk,332.205,ok
47135a1fd4c86afbfec0c7879c45268b,1,Kissat_MAB-HyWalk,391.816,ok
90e839c4b05d4a7ac011435921551060,1,Kissat_MAB-HyWalk,10000.0,timeout
a42230be4432b010789b6f97b090343c,1,Kissat_MAB-HyWalk,10000.0,timeout
6f956a3f95ccaf35a3de1fe72b9cf79e,1,Kissat_MAB-HyWalk,419.395,ok
13b13b34fe88f093aca06d6d035ee797,1,Kissat_MAB-HyWalk,2285.9,ok
48eacbc152c7710dfd6fe17a8a17199e,1,Kissat_MAB-HyWalk,204.782,ok
31cc22a0f42ebaa109a5b807eb6178c2,1,Kissat_MAB-HyWalk,10000.0,timeout
aa4638ca3654f1a300c809125a3133ee,1,Kissat_MAB-HyWalk,644.344,ok
af834fd3ce15078d2ab055c996758c00,1,Kissat_MAB-HyWalk,10000.0,timeout
436d00b6d41912e800e9855d08c75139,1,Kissat_MAB-HyWalk,37.254,ok
0c5d7e7aa3dd6024816078d2bdcfc4e3,1,Kissat_MAB-HyWalk,90.9451,ok
efc1b836380d0f84e7512f7b2ccdbb60,1,Kissat_MAB-HyWalk,10000.0,timeout
4513c58c16e72a34f9f8518db7baeb9e,1,Kissat_MAB-HyWalk,183.429,ok
810ce4a78bc01ddc5a043d95f9584f2f,1,Kissat_MAB-HyWalk,3833.59,ok
78cdffdf5bbb89beb753f9ffab7fa45f,1,Kissat_MAB-HyWalk,261.3,ok
7edaa759315f3762eee756c5bb843599,1,Kissat_MAB-HyWalk,10000.0,timeout
cda0871abcaa41bb403207731bd24fe5,1,Kissat_MAB-HyWalk,3460.33,ok
6c34b7032712e16b08d97a0449d610e2,1,Kissat_MAB-HyWalk,775.088,ok
c2f827691e524e272d21de55b3749877,1,Kissat_MAB-HyWalk,3730.73,ok
fe800e62b55609cb152965c223e72280,1,Kissat_MAB-HyWalk,111.968,ok
59e596f5f845a2487370950b37ec3db2,1,Kissat_MAB-HyWalk,873.701,ok
488b147304549670f31653c932684e2c,1,Kissat_MAB-HyWalk,144.07,ok
294924aff67e879595e55f15b10a79ef,1,Kissat_MAB-HyWalk,220.349,ok
7703f7d1901ff09a0f177c52a1a7c107,1,Kissat_MAB-HyWalk,119.531,ok
81e73c41a76d7b432cf86c43ffe23986,1,Kissat_MAB-HyWalk,10000.0,timeout
fb5cf4ad3c46dd294eb8253218524ba6,1,Kissat_MAB-HyWalk,48.4824,ok
2748e075d4b636ef260271a35302049b,1,Kissat_MAB-HyWalk,7.30537,ok
1fabadca67bfeada7086035761b88b33,1,Kissat_MAB-HyWalk,10000.0,timeout
4501f9a0e9fab5d5cff7133022b1f780,1,Kissat_MAB-HyWalk,470.756,ok
c0df94532b1ca8a705d3af05378f377d,1,Kissat_MAB-HyWalk,101.384,ok
7efdf72de31fa82aeceb7acbc29a59bf,1,Kissat_MAB-HyWalk,11.1794,ok
d8bb23406e76bf5a4b7a6edba8784a74,1,Kissat_MAB-HyWalk,764.855,ok
65514d6ff224df20ba8c1aeec1698ab6,1,Kissat_MAB-HyWalk,10000.0,timeout
0151bedac526ee195bc52e4134cd80e7,1,Kissat_MAB-HyWalk,10000.0,timeout
6965d5369d3ab26daaf074303c3d1739,1,Kissat_MAB-HyWalk,40.3421,ok
b8d10f8c82a85c03c000fbd005e5a838,1,Kissat_MAB-HyWalk,10000.0,timeout
0e89b0f96c99f1a6aaaf66c3ae805919,1,Kissat_MAB-HyWalk,174.478,ok
3d449de3d6e722c9ce4a38ec748ee3cf,1,Kissat_MAB-HyWalk,10000.0,timeout
b24684abee2e253a4aee233eed155a5b,1,Kissat_MAB-HyWalk,10000.0,timeout
9954ccd77da65ad003b73bf38de3bd78,1,Kissat_MAB-HyWalk,10000.0,timeout
2d01c7744a990469354a3c53cc2727fb,1,Kissat_MAB-HyWalk,10000.0,timeout
cd72a64e1b857fd30b9ec831cf462bf1,1,Kissat_MAB-HyWalk,100.755,ok
e28cf003c086c99f3a3d9a90aebf8ed1,1,Kissat_MAB-HyWalk,70.5153,ok
ba8621490e4e7212fffdb55fb6bd282d,1,Kissat_MAB-HyWalk,114.665,ok
5e25f9f0d4ef05401fd9ab45a2538c1c,1,Kissat_MAB-HyWalk,211.545,ok
54d4838f065e6ca3579b357bc70ea566,1,Kissat_MAB-HyWalk,10000.0,timeout
089456508f74be2d96f4112cc495f80a,1,Kissat_MAB-HyWalk,587.619,ok
0398e6b20de133ba8b49c74b67dad7b7,1,Kissat_MAB-HyWalk,279.369,ok
9f7ec7ef3a908c2e93b5553670a207b1,1,Kissat_MAB-HyWalk,10000.0,timeout
6b0dfcfa8cf0c0564f17ec0a5434b5b9,1,Kissat_MAB-HyWalk,2312.07,ok
0616ca6b1e0ae639d12e19ed310963a9,1,Kissat_MAB-HyWalk,23.275,ok
28b715dd946dba71ddd58a73d9f82c39,1,Kissat_MAB-HyWalk,1895.12,ok
20840b5020649385e3f8f4965de7a123,1,Kissat_MAB-HyWalk,1052.44,ok
4af0fbe3087b6e3ad54177e16b85ed06,1,Kissat_MAB-HyWalk,10000.0,timeout
cb8f9ffb66d9b5ef663e6759be0b5e4e,1,Kissat_MAB-HyWalk,363.573,ok
49f5d904bb2e762219287d33f5621971,1,Kissat_MAB-HyWalk,29.5272,ok
a7cb2567e1f5b7ec2f4ba09931e29b96,1,Kissat_MAB-HyWalk,752.011,ok
6d815089fb4095208754622b4c44a8f7,1,Kissat_MAB-HyWalk,0.273144,ok
41423c03ef173a5b81d6e6776f316fa5,1,Kissat_MAB-HyWalk,1977.6,ok
e85b6cb3e2751d5c80559433ba1adf06,1,Kissat_MAB-HyWalk,20.2127,ok
5c6495ff589cbbcb550e1655dadbd143,1,Kissat_MAB-HyWalk,10000.0,timeout
fca7a5a04aaed5f0eacccc4139dc894a,1,Kissat_MAB-HyWalk,10000.0,timeout
285cb2c9735ac73cad999fba3d669382,1,Kissat_MAB-HyWalk,100.06,ok
95c00d0ae51d5d0a2a931ce82b77701f,1,Kissat_MAB-HyWalk,79.1893,ok
c1cb62f85f0c6a29c5d3c47d25fbc24a,1,Kissat_MAB-HyWalk,11.0128,ok
e436f6303d3f499969eafe05b0914a4b,1,Kissat_MAB-HyWalk,2129.23,ok
354c2088ae7648e1dc51d12947c8043a,1,Kissat_MAB-HyWalk,1320.7,ok
