@RELATION FEATURE_RUNSTATUS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre {ok, timeout}
@ATTRIBUTE Basic {ok, timeout}
@ATTRIBUTE KLB {ok, timeout}
@ATTRIBUTE CG {ok, timeout}
@ATTRIBUTE sp {ok, timeout}
@ATTRIBUTE DIAMETER {ok, timeout}
@ATTRIBUTE cl {ok, timeout}
@ATTRIBUTE unit {ok, timeout}
@ATTRIBUTE lobjois {ok, timeout}
@ATTRIBUTE ls-saps {ok, timeout}
@ATTRIBUTE ls-gsat {ok, timeout}
@ATTRIBUTE lp {ok, timeout}

@DATA
0240f5bddc39ad2f0a786c811fc434a8,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,timeout
dcac26e190c906c61ac7222d6d4628c7,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,timeout
90add18e4ee4facb4f37737a9a2602cc,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,timeout
fbf3b9f8a03a1efedae3da04622fe96e,1,ok,ok,ok,timeout,ok,ok,ok,ok,ok,ok,ok,timeout
44ed91b4ca5a5d8323cab4c268d81fd1,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,timeout
b8e3b884886922343f5cb72d92c24b97,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,ok
1b78438db7da55c2b4c4b8ec6b6cd6c6,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,timeout
ae5f6e83a289d226a353efd95b663717,1,ok,ok,timeout,timeout,ok,ok,ok,ok,ok,ok,ok,timeout
129162378e8ad29b5485a9c53feee4b7,1,ok,ok,ok,ok,ok,ok,ok,timeout,ok,ok,ok,timeout
5cc5e3d24402696ed4ec03edfa42d663,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,timeout
d518d21a9d851741940749cb59f558af,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
0e775873f4c4bbc81ff92b87dd3e15e8,1,ok,ok,ok,timeout,ok,ok,ok,ok,ok,ok,ok,timeout
7fe153ced2c966dcdeb42b6714b4d6b7,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,timeout
cfa14a7015b0f7fecd98e898f3c95896,1,ok,ok,timeout,timeout,ok,ok,timeout,timeout,ok,ok,ok,timeout
