@RELATION FEATURE_RUNSTATUS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre {ok, timeout}
@ATTRIBUTE Basic {ok, timeout}
@ATTRIBUTE KLB {ok, timeout}
@ATTRIBUTE CG {ok, timeout}
@ATTRIBUTE sp {ok, timeout}
@ATTRIBUTE DIAMETER {ok, timeout}
@ATTRIBUTE cl {ok, timeout}
@ATTRIBUTE unit {ok, timeout}
@ATTRIBUTE lobjois {ok, timeout}
@ATTRIBUTE ls-saps {ok, timeout}
@ATTRIBUTE ls-gsat {ok, timeout}
@ATTRIBUTE lp {ok, timeout}

@DATA
075ca0a158690a55b7254d9aaee2e103,1,ok,ok,ok,ok,ok,ok,timeout,timeout,ok,ok,ok,timeout
da43a3ef0ef5d34143e765d480dedc7a,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,timeout
c0069efa0c924e416878d9426f1ef92e,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,timeout
eec821f866557886a5b0352332943fa2,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,timeout
26114429758a203d651f4df87c94de4c,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
7aaf3275cbe217044ef305f0a1ca8eb5,1,ok,ok,ok,ok,ok,ok,ok,timeout,ok,ok,ok,timeout
1ce81dbba1292bf791e194b17aa2a219,1,ok,ok,ok,ok,ok,ok,ok,timeout,ok,ok,ok,timeout
3728fe50d8038c639c2d9c84e04fe2b1,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,ok
028d0cc7af63e9bba5795f20e24db4f6,1,ok,ok,ok,ok,ok,ok,ok,timeout,ok,ok,ok,timeout
cfc53adcc8ed18ca161bb6f8bc02b237,1,ok,ok,ok,ok,ok,ok,timeout,timeout,ok,ok,ok,timeout
8d31ec9edeac705ffd1b23f0cc4f3256,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,timeout
3cff6c97a515aecfe46ba0f1256a3c11,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,timeout
d8fa4265b93d0931ba6484e3cc0d7ab1,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,timeout
fe8b1ef742724947620a419d0180a640,1,ok,ok,ok,ok,ok,ok,ok,timeout,ok,ok,ok,ok
15c53f73c62a78c24bf5974e4a7afcd8,1,ok,ok,ok,ok,ok,ok,ok,timeout,ok,ok,ok,timeout
41457ee03686b32962c12445524f62a9,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
af5838e83024d2dee3942be8d8e35fec,1,ok,ok,ok,ok,ok,ok,ok,timeout,ok,ok,ok,timeout
211938776d92f11870a687abd11d55a4,1,ok,ok,ok,ok,ok,ok,timeout,timeout,ok,ok,ok,ok
30e680ded3b9be6be0b5baac273f2646,1,ok,ok,ok,ok,ok,ok,timeout,timeout,ok,ok,ok,timeout
1aa7cd96ab1f7bf58984deccf8362ab4,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,timeout
711ff7681711949f44b07a0d530dc729,1,ok,ok,ok,ok,ok,ok,timeout,timeout,ok,ok,ok,timeout
dbe18c99e95ac42816b99b96d36a8732,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,timeout
a4941208671f6ebfd118e4e563538c31,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,ok
a552a058e6376a36b1f1b2724f228364,1,ok,ok,ok,ok,ok,ok,ok,timeout,ok,ok,ok,timeout
f090d0d6eaff3b92c817f5db6fa47544,1,ok,ok,ok,ok,ok,ok,ok,timeout,ok,ok,ok,ok
57c305967b30c503da1737258e6cc7e5,1,ok,ok,ok,timeout,ok,ok,ok,ok,ok,ok,ok,timeout
f448874997bae64bd455fb00309dc738,1,ok,ok,ok,ok,ok,ok,timeout,timeout,ok,ok,ok,timeout
8403d03df1ce64af3bf7581449d320fb,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,timeout
9c7043290cee8127c3626d8067759267,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,timeout
fee70cede2b5b55bfbdb6e48fbe7ce4f,1,ok,ok,ok,ok,ok,ok,ok,timeout,ok,ok,ok,timeout
571a2f223784fb92a53b4cc8cc8b569e,1,ok,ok,ok,ok,ok,ok,ok,timeout,ok,ok,ok,ok
02066c116dbacc40ec5cca2067db26c0,1,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
bca01a49805df3399a0438191019e417,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,timeout
96ae6bde39369f75aa975b0f5b74c325,1,ok,ok,ok,ok,ok,ok,timeout,timeout,ok,ok,ok,timeout
909f704d5f4127c1197a086705468624,1,ok,ok,ok,timeout,ok,ok,ok,timeout,ok,ok,ok,ok
