@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE unit NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lp NUMERIC

@DATA
075ca0a158690a55b7254d9aaee2e103,1,0.57,0.02,2.53,5.19,1.06,10.01,5.01,0.0,2.16,2.55,2.01,96.4
da43a3ef0ef5d34143e765d480dedc7a,1,1.65,0.14,1.41,180.0,8.38,10.06,5.02,2.36,2.44,2.43,2.0,180.0
c0069efa0c924e416878d9426f1ef92e,1,0.03,0.0,0.02,20.01,2.33,0.74,4.99,1.09,2.3,2.54,2.0,180.0
eec821f866557886a5b0352332943fa2,1,0.04,-0.0,0.02,20.05,5.17,0.55,4.99,0.98,2.28,2.48,2.0,180.0
26114429758a203d651f4df87c94de4c,1,0.02,-0.0,-0.0,0.4,0.33,0.05,5.0,-0.0,3.15,3.84,2.0,0.14
7aaf3275cbe217044ef305f0a1ca8eb5,1,0.0,0.0,0.0,1.55,0.06,0.01,5.0,0.03,2.54,2.74,2.0,0.09
1ce81dbba1292bf791e194b17aa2a219,1,0.14,0.01,0.21,5.78,0.44,10.01,4.98,0.23,2.18,2.31,2.0,180.0
3728fe50d8038c639c2d9c84e04fe2b1,1,0.02,-0.0,-0.0,20.03,0.43,0.41,4.99,0.01,2.32,2.76,2.0,136.9
028d0cc7af63e9bba5795f20e24db4f6,1,0.02,-0.0,0.01,0.16,0.04,0.53,4.99,0.02,3.0,4.47,2.0,17.37
cfc53adcc8ed18ca161bb6f8bc02b237,1,0.6,0.04,2.64,5.37,1.05,10.01,5.02,0.01,2.19,2.57,2.01,94.66
8d31ec9edeac705ffd1b23f0cc4f3256,1,0.11,0.01,0.09,7.0,0.34,10.01,4.99,0.19,2.33,3.04,2.0,35.76
3cff6c97a515aecfe46ba0f1256a3c11,1,0.02,0.01,0.01,0.37,0.14,2.2,5.0,0.04,2.61,3.73,2.0,180.0
d8fa4265b93d0931ba6484e3cc0d7ab1,1,0.06,0.01,0.09,3.6,0.18,7.83,4.99,0.02,2.35,3.63,2.0,180.0
fe8b1ef742724947620a419d0180a640,1,0.01,-0.0,-0.0,-0.0,0.0,0.0,5.0,0.0,2.56,4.5,1.53,0.05
15c53f73c62a78c24bf5974e4a7afcd8,1,0.01,-0.0,-0.0,0.2,0.02,0.12,4.99,0.08,2.79,4.1,2.0,180.0
41457ee03686b32962c12445524f62a9,1,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0,2.73,4.37,1.45,0.06
af5838e83024d2dee3942be8d8e35fec,1,0.34,0.03,0.25,2.62,0.58,10.01,5.04,0.19,2.26,3.49,2.0,180.0
211938776d92f11870a687abd11d55a4,1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,1.81,2.25,1.91,45.9
30e680ded3b9be6be0b5baac273f2646,1,0.58,0.02,2.47,5.13,1.08,10.01,5.0,0.0,2.15,2.54,2.03,81.44
1aa7cd96ab1f7bf58984deccf8362ab4,1,0.03,0.0,0.02,0.09,0.12,1.67,4.99,0.04,2.79,3.65,2.0,37.23
711ff7681711949f44b07a0d530dc729,1,0.75,0.07,3.9,6.38,1.39,10.01,5.0,0.0,2.16,2.41,2.01,180.0
dbe18c99e95ac42816b99b96d36a8732,1,91.46,0.14,14.82,20.04,5.97,10.02,5.0,6.45,2.25,2.3,2.0,180.0
a4941208671f6ebfd118e4e563538c31,1,0.03,0.0,0.01,20.01,1.64,0.93,4.99,1.25,2.3,2.51,2.0,151.69
a552a058e6376a36b1f1b2724f228364,1,0.31,0.0,0.33,11.87,0.79,10.01,5.0,0.24,2.23,3.02,2.0,151.03
